"","unit","year","state","unit_fe","mu","year_fe","cohort_year","error","treat","tau","tau_cum","dep_var"
"22",1,2001,2,-1.78567661811493,1,0.156459891123645,1998,0.0682160930936026,1,1,4,14.4389993661023
"23",1,2002,2,-1.78567661811493,1,0.666246850642133,1998,0.553346212338109,1,1,5,16.4339164448653
"24",1,2003,2,-1.78567661811493,1,0.73335184663164,1998,1.70634424155471,1,1,6,18.6540194700714
"25",1,2004,2,-1.78567661811493,1,-0.458765192726958,1998,-0.512722575024903,1,1,7,16.2428356141332
"26",1,2005,2,-1.78567661811493,1,2.82789027974931,1998,0.64020867401745,1,1,8,21.6824223356518
"27",1,2006,2,-1.78567661811493,1,0.49110944828666,1998,-0.157251314239289,1,1,9,19.5481815159324
"28",1,2007,2,-1.78567661811493,1,1.60137256685322,1998,0.111970761947118,1,1,10,21.9276667106854
"29",1,2008,2,-1.78567661811493,1,-0.135478956715546,1998,2.39649644852219,1,1,11,23.4753408736917
"30",1,2009,2,-1.78567661811493,1,0.904806899976977,1998,0.227260674655388,1,1,12,23.3463909565174
"31",1,2010,2,-1.78567661811493,1,1.26538734936886,1998,-0.120588207207561,1,1,13,24.3591225240464
"32",2,1980,9,2.49082516454002,1,-1.3072764423754,1986,1.42064535378629,0,0,0,26.6041940759509
"33",2,1981,9,2.49082516454002,1,0.5539160103571,1986,1.68100542915469,0,0,0,28.7257466040518
"34",2,1982,9,2.49082516454002,1,-0.133536745350462,1986,-0.544236969960978,0,0,0,25.8130514492286
"35",2,1983,9,2.49082516454002,1,-2.08706958727406,1986,-1.50863237701491,0,0,0,22.8951232002511
"36",2,1984,9,2.49082516454002,1,-0.469517564307838,1986,-0.649102540580762,0,0,0,25.3722050596514
"37",2,1985,9,2.49082516454002,1,0.333542590648544,1986,-0.250457530960554,0,0,0,26.573910224228
"38",2,1986,9,2.49082516454002,1,0.503395454534289,1986,1.74088128337155,1,1,1,29.7351019024459
"39",2,1987,9,2.49082516454002,1,0.584233552511653,1986,-1.15472208934632,1,1,2,27.9203366277054
"40",2,1988,9,2.49082516454002,1,-1.01622789794721,1986,1.72283763324128,1,1,3,30.1974348998341
"41",2,1989,9,2.49082516454002,1,-0.77625509360274,1986,-0.0166694609844443,1,1,4,29.6979006099528
"42",2,1990,9,2.49082516454002,1,0.486996297987074,1986,-0.88336869118195,1,1,5,31.0944527713451
"43",2,1991,9,2.49082516454002,1,-1.28770647404211,1986,0.687669013914223,1,1,6,31.8907877044121
"44",2,1992,9,2.49082516454002,1,0.0850573441935806,1986,0.322641665316945,1,1,7,33.8985241740505
"45",2,1993,9,2.49082516454002,1,1.03293841709145,1986,-0.391559879514407,1,1,8,35.1322037021171
"46",2,1994,9,2.49082516454002,1,0.275648972119934,1986,-0.494530838491561,1,1,9,35.2719432981684
"47",2,1995,9,2.49082516454002,1,-0.208791857124768,1986,0.45992091932126,1,1,10,36.7419542267365
"48",2,1996,9,2.49082516454002,1,0.335407760275414,1986,0.336683819683757,1,1,11,38.1629167444992
"49",2,1997,9,2.49082516454002,1,0.600586757561954,1986,-0.928684946144253,1,1,12,38.1627269759577
"50",2,1998,9,2.49082516454002,1,2.09898512132855,1986,-0.788313543267292,1,1,13,40.8014967426013
"51",2,1999,9,2.49082516454002,1,0.999322414864023,1986,0.783171099717999,1,1,14,42.273318679122
"52",2,2000,9,2.49082516454002,1,1.21912693791095,1986,-0.462766695436227,1,1,15,42.2471854070147
"53",2,2001,9,2.49082516454002,1,1.35645989112365,1986,1.69262429984741,1,1,16,45.5399093555111
"54",2,2002,9,2.49082516454002,1,1.86624685064213,1986,-0.394078045412295,1,1,17,44.9629939697699
"55",2,2003,9,2.49082516454002,1,1.93335184663164,1986,-0.478781838475461,1,1,18,45.9453951726962
"56",2,2004,9,2.49082516454002,1,0.741234807273042,1986,-0.224456305533238,1,1,19,46.0076036662798
"57",2,2005,9,2.49082516454002,1,4.02789027974931,1986,-0.764187478325475,1,1,20,49.7545279659639
"58",2,2006,9,2.49082516454002,1,1.69110944828666,1986,0.273647945281027,1,1,21,49.4555825581077
"59",2,2007,9,2.49082516454002,1,2.80137256685322,1986,2.18201871535369,1,1,22,53.4742164467469
"60",2,2008,9,2.49082516454002,1,1.06452104328445,1986,1.07325979396807,1,1,23,51.6286060017926
"61",2,2009,9,2.49082516454002,1,2.10480689997698,1986,1.76662989464438,1,1,24,54.3622619591614
"62",2,2010,9,2.49082516454002,1,2.46538734936886,1986,0.155006334095028,1,1,25,54.1112188480039
"63",3,1980,6,1.11105938313028,1,-3.1072764423754,2004,0.255064933041511,0,0,0,4.25884787379639
"64",3,1981,6,1.11105938313028,1,-1.2460839896429,2004,0.292727398150716,0,0,0,6.1577027916381
"65",3,1982,6,1.11105938313028,1,-1.93353674535046,2004,-0.750158976910465,0,0,0,4.42736366086936
"66",3,1983,6,1.11105938313028,1,-3.88706958727406,2004,-1.99928055524945,0,0,0,1.22470924060678
"67",3,1984,6,1.11105938313028,1,-2.26951756430784,2004,-0.571305817548974,0,0,0,4.27023600127347
"68",3,1985,6,1.11105938313028,1,-1.46645740935146,2004,1.5342500096804,0,0,0,7.17885198345923
"69",3,1986,6,1.11105938313028,1,-1.29660454546571,2004,-0.0734251893349131,0,0,0,5.74102964832966
"70",3,1987,6,1.11105938313028,1,-1.21576644748835,2004,-0.87305514053249,0,0,0,5.02223779510945
"71",3,1988,6,1.11105938313028,1,-2.81622789794721,2004,0.151032954503419,0,0,0,4.44586443968649
"72",3,1989,6,1.11105938313028,1,-2.57625509360274,2004,-0.763951274456304,0,0,0,3.77085301507124
"73",3,1990,6,1.11105938313028,1,-1.31300370201293,2004,1.64805185078392,0,0,0,7.44610753190128
"74",3,1991,6,1.11105938313028,1,-3.08770647404211,2004,-1.42357617013088,0,0,0,2.59977673895729
"75",3,1992,6,1.11105938313028,1,-1.71494265580642,2004,0.304999880777643,0,0,0,5.70111660810151
"76",3,1993,6,1.11105938313028,1,-0.767061582908547,2004,-2.37117952154606,0,0,0,3.97281827867568
"77",3,1994,6,1.11105938313028,1,-1.52435102788007,2004,0.713571585065609,0,0,0,6.30027994031583
"78",3,1995,6,1.11105938313028,1,-2.00879185712477,2004,0.842904911364895,0,0,0,5.94517243737041
"79",3,1996,6,1.11105938313028,1,-1.46459223972459,2004,1.97987248244084,0,0,0,7.62633962584654
"80",3,1997,6,1.11105938313028,1,-1.19941324243805,2004,-0.918721987903851,0,0,0,4.99292415278839
"81",3,1998,6,1.11105938313028,1,0.298985121328546,2004,-1.39385211104474,0,0,0,6.01619239341408
"82",3,1999,6,1.11105938313028,1,-0.800677585135977,2004,0.589973576779511,0,0,0,6.90035537477382
"83",3,2000,6,1.11105938313028,1,-0.580873062089054,2004,0.861437496850892,0,0,0,7.39162381789212
"84",3,2001,6,1.11105938313028,1,-0.443540108876355,2004,0.688086384601458,0,0,0,7.35560565885539
"85",3,2002,6,1.11105938313028,1,0.0662468506421326,2004,0.0233482061186302,0,0,0,7.20065443989105
"86",3,2003,6,1.11105938313028,1,0.13335184663164,2004,0.331773234363542,0,0,0,7.57618446412546
"87",3,2004,6,1.11105938313028,1,-1.05876519272696,2004,-1.52945548635937,1,1,1,5.52283870404396
"88",3,2005,6,1.11105938313028,1,2.22789027974931,2004,-1.63147773789072,1,1,2,9.70747192498887
"89",3,2006,6,1.11105938313028,1,-0.10889055171334,2004,-1.32270586048049,1,1,3,8.67946297093645
"90",3,2007,6,1.11105938313028,1,1.00137256685322,2004,0.225450206894065,1,1,4,12.3378821568776
"91",3,2008,6,1.11105938313028,1,-0.735478956715546,2004,0.435458510113504,1,1,5,11.8110389365282
"92",3,2009,6,1.11105938313028,1,0.304806899976977,2004,-1.41475695830001,1,1,6,12.0011093248073
"93",3,2010,6,1.11105938313028,1,0.665387349368857,2004,-0.924306795801322,1,1,7,13.8521399366978
"94",4,1980,1,2.63964962213786,1,-1.3072764423754,1986,-0.932046904572727,0,0,0,24.4003262751897
"95",4,1981,1,2.63964962213786,1,0.5539160103571,1986,-2.2788730721923,0,0,0,24.9146925603027
"96",4,1982,1,2.63964962213786,1,-0.133536745350462,1986,0.174221389799626,0,0,0,26.680334266587
"97",4,1983,1,2.63964962213786,1,-2.08706958727406,1986,0.389794385061956,0,0,0,24.9423744199258
"98",4,1984,1,2.63964962213786,1,-0.469517564307838,1986,0.795821621022864,0,0,0,26.9659536788529
"99",4,1985,1,2.63964962213786,1,0.333542590648544,1986,0.946605438633207,0,0,0,27.9197976514196
"100",4,1986,1,2.63964962213786,1,0.503395454534289,1986,-0.459633133272664,1,1,1,27.6834119433995
"101",4,1987,1,2.63964962213786,1,0.584233552511653,1986,0.0413958653927876,1,1,2,29.2652790400423
"102",4,1988,1,2.63964962213786,1,-1.01622789794721,1986,-1.29625518724529,1,1,3,27.3271665369454
"103",4,1989,1,2.63964962213786,1,-0.77625509360274,1986,0.69422512532515,1,1,4,30.5576196538603
"104",4,1990,1,2.63964962213786,1,0.486996297987074,1986,2.33469254161245,1,1,5,34.4613384617374
"105",4,1991,1,2.63964962213786,1,-1.28770647404211,1986,-1.88394562601661,1,1,6,29.4679975220791
"106",4,1992,1,2.63964962213786,1,0.0850573441935806,1986,0.518412797560253,1,1,7,34.2431197638917
"107",4,1993,1,2.63964962213786,1,1.03293841709145,1986,-0.838118060514642,1,1,8,34.8344699787147
"108",4,1994,1,2.63964962213786,1,0.275648972119934,1986,-0.274586270453318,1,1,9,35.6407123238045
"109",4,1995,1,2.63964962213786,1,-0.208791857124768,1986,1.13759683140258,1,1,10,37.5684545964157
"110",4,1996,1,2.63964962213786,1,0.335407760275414,1986,0.136780750809666,1,1,11,38.1118381332229
"111",4,1997,1,2.63964962213786,1,0.600586757561954,1986,0.830327244040463,1,1,12,40.0705636237403
"112",4,1998,1,2.63964962213786,1,2.09898512132855,1986,-0.627801794921791,1,1,13,41.1108329485446
"113",4,1999,1,2.63964962213786,1,0.999322414864023,1986,1.79645806200585,1,1,14,43.4354300990077
"114",4,2000,1,2.63964962213786,1,1.21912693791095,1986,0.497918349867795,1,1,15,43.3566949099166
"115",4,2001,1,2.63964962213786,1,1.35645989112365,1986,-0.931828149861734,1,1,16,43.0642813633998
"116",4,2002,1,2.63964962213786,1,1.86624685064213,1986,-0.632784716083185,1,1,17,44.8731117566968
"117",4,2003,1,2.63964962213786,1,1.93335184663164,1986,-0.97939330307762,1,1,18,45.5936081656919
"118",4,2004,1,2.63964962213786,1,0.741234807273042,1986,0.580104434609781,1,1,19,46.9609888640207
"119",4,2005,1,2.63964962213786,1,4.02789027974931,1986,0.510410315037067,1,1,20,51.1779502169242
"120",4,2006,1,2.63964962213786,1,1.69110944828666,1986,0.372769937264081,1,1,21,49.7035290076886
"121",4,2007,1,2.63964962213786,1,2.80137256685322,1986,0.0523575944476059,1,1,22,51.4933797834387
"122",4,2008,1,2.63964962213786,1,1.06452104328445,1986,-1.18921045238677,1,1,23,49.5149602130355
"123",4,2009,1,2.63964962213786,1,2.10480689997698,1986,0.96366450589439,1,1,24,53.7081210280092
"124",4,2010,1,2.63964962213786,1,2.46538734936886,1986,1.68928488046942,1,1,25,55.7943218519761
"125",5,1980,26,6.24008682336997,1,-1.3072764423754,1986,0.198369115904188,0,0,0,29.1311794968988
"126",5,1981,26,6.24008682336997,1,0.5539160103571,1986,-1.09040312862146,0,0,0,29.7035997051056
"127",5,1982,26,6.24008682336997,1,-0.133536745350462,1986,0.33352428073508,0,0,0,30.4400743587546
"128",5,1983,26,6.24008682336997,1,-2.08706958727406,1986,0.985293858722874,0,0,0,29.1383110948188
"129",5,1984,26,6.24008682336997,1,-0.469517564307838,1986,-2.64485834196204,0,0,0,27.1257109171001
"130",5,1985,26,6.24008682336997,1,0.333542590648544,1986,-1.48285972164956,0,0,0,29.090769692369
"131",5,1986,26,6.24008682336997,1,0.503395454534289,1986,2.35860647510193,1,1,1,34.1020887530062
"132",5,1987,26,6.24008682336997,1,0.584233552511653,1986,0.0976173200215667,1,1,2,32.9219376959032
"133",5,1988,26,6.24008682336997,1,-1.01622789794721,1986,0.231621194707193,1,1,3,32.45548012013
"134",5,1989,26,6.24008682336997,1,-0.77625509360274,1986,1.81626132388486,1,1,4,35.2800930536521
"135",5,1990,26,6.24008682336997,1,0.486996297987074,1986,0.835842997577836,1,1,5,36.5629261189349
"136",5,1991,26,6.24008682336997,1,-1.28770647404211,1986,-2.04807097655748,1,1,6,32.9043093727704
"137",5,1992,26,6.24008682336997,1,0.0850573441935806,1986,-2.22214531517442,1,1,7,35.1029988523891
"138",5,1993,26,6.24008682336997,1,1.03293841709145,1986,-0.566595296411998,1,1,8,38.7064299440494
"139",5,1994,26,6.24008682336997,1,0.275648972119934,1986,-1.67462165425227,1,1,9,37.8411141412376
"140",5,1995,26,6.24008682336997,1,-0.208791857124768,1986,-0.107277828097388,1,1,10,39.9240171381478
"141",5,1996,26,6.24008682336997,1,0.335407760275414,1986,0.980892661258114,1,1,11,42.5563872449035
"142",5,1997,26,6.24008682336997,1,0.600586757561954,1986,0.0256087157856111,1,1,12,42.8662822967175
"143",5,1998,26,6.24008682336997,1,2.09898512132855,1986,0.749151697995906,1,1,13,46.0882236426944
"144",5,1999,26,6.24008682336997,1,0.999322414864023,1986,-1.49690893320385,1,1,14,43.7425003050301
"145",5,2000,26,6.24008682336997,1,1.21912693791095,1986,0.178905735556968,1,1,15,46.6381194968379
"146",5,2001,26,6.24008682336997,1,1.35645989112365,1986,-0.0443588899308423,1,1,16,47.5521878245628
"147",5,2002,26,6.24008682336997,1,1.86624685064213,1986,-2.36360083057849,1,1,17,46.7427328434336
"148",5,2003,26,6.24008682336997,1,1.93335184663164,1986,0.142939712520172,1,1,18,50.3163783825218
"149",5,2004,26,6.24008682336997,1,0.741234807273042,1986,2.49878465909993,1,1,19,52.4801062897429
"150",5,2005,26,6.24008682336997,1,4.02789027974931,1986,1.38553259080289,1,1,20,55.6535096939222
"151",5,2006,26,6.24008682336997,1,1.69110944828666,1986,1.62756630853353,1,1,21,54.5587625801902
"152",5,2007,26,6.24008682336997,1,2.80137256685322,1986,-0.470441918014906,1,1,22,54.5710174722083
"153",5,2008,26,6.24008682336997,1,1.06452104328445,1986,-0.263560437253855,1,1,23,54.0410474294006
"154",5,2009,26,6.24008682336997,1,2.10480689997698,1986,-0.22138071944995,1,1,24,56.123513003897
"155",5,2010,26,6.24008682336997,1,2.46538734936886,1986,-0.628346972842181,1,1,25,57.0771271998967
"156",6,1980,6,0.469295165078749,1,-3.1072764423754,2004,1.7487785032033,0,0,0,5.11079722590664
"157",6,1981,6,0.469295165078749,1,-1.2460839896429,2004,0.8271970881583,0,0,0,6.05040826359415
"158",6,1982,6,0.469295165078749,1,-1.93353674535046,2004,-0.0774456086523904,0,0,0,4.4583128110759
"159",6,1983,6,0.469295165078749,1,-3.88706958727406,2004,0.89529079013526,0,0,0,3.47751636793995
"160",6,1984,6,0.469295165078749,1,-2.26951756430784,2004,0.404870400090855,0,0,0,4.60464800086177
"161",6,1985,6,0.469295165078749,1,-1.46645740935146,2004,1.00429267866706,0,0,0,6.00713043439435
"162",6,1986,6,0.469295165078749,1,-1.29660454546571,2004,-1.08599514086,0,0,0,4.08669547875304
"163",6,1987,6,0.469295165078749,1,-1.21576644748835,2004,0.137789032597857,0,0,0,5.39131775018826
"164",6,1988,6,0.469295165078749,1,-2.81622789794721,2004,1.25279097344172,0,0,0,4.90585824057326
"165",6,1989,6,0.469295165078749,1,-2.57625509360274,2004,0.108169923974595,0,0,0,4.0012099954506
"166",6,1990,6,0.469295165078749,1,-1.31300370201293,2004,-1.79992952056993,0,0,0,3.35636194249589
"167",6,1991,6,0.469295165078749,1,-3.08770647404211,2004,0.548941663800728,0,0,0,3.93053035483736
"168",6,1992,6,0.469295165078749,1,-1.71494265580642,2004,-0.200146992849117,0,0,0,4.55420551642321
"169",6,1993,6,0.469295165078749,1,-0.767061582908547,2004,-0.461111742825328,0,0,0,5.24112183934488
"170",6,1994,6,0.469295165078749,1,-1.52435102788007,2004,-1.34780557904693,0,0,0,3.59713855815176
"171",6,1995,6,0.469295165078749,1,-2.00879185712477,2004,-0.0353001678549857,0,0,0,4.425203140099
"172",6,1996,6,0.469295165078749,1,-1.46459223972459,2004,-0.673377718699985,0,0,0,4.33132520665418
"173",6,1997,6,0.469295165078749,1,-1.19941324243805,2004,-0.674270960937972,0,0,0,4.59561096170273
"174",6,1998,6,0.469295165078749,1,0.298985121328546,2004,2.59274638952943,0,0,0,9.36102667593672
"175",6,1999,6,0.469295165078749,1,-0.800677585135977,2004,-0.150072929312823,0,0,0,5.51854465062995
"176",6,2000,6,0.469295165078749,1,-0.580873062089054,2004,0.74847348148101,0,0,0,6.6368955844707
"177",6,2001,6,0.469295165078749,1,-0.443540108876355,2004,0.0469538216257997,0,0,0,6.07270887782819
"178",6,2002,6,0.469295165078749,1,0.0662468506421326,2004,-0.585366256318194,0,0,0,5.95017575940269
"179",6,2003,6,0.469295165078749,1,0.13335184663164,2004,-0.724707959886608,0,0,0,5.87793905182378
"180",6,2004,6,0.469295165078749,1,-1.05876519272696,2004,-1.0206579038477,1,1,1,5.38987206850409
"181",6,2005,6,0.469295165078749,1,2.22789027974931,2004,-2.33122670008452,1,1,2,8.36595874474354
"182",6,2006,6,0.469295165078749,1,-0.10889055171334,2004,0.470344137190652,1,1,3,9.83074875055606
"183",6,2007,6,0.469295165078749,1,1.00137256685322,2004,0.549269129225989,1,1,4,12.019936861158
"184",6,2008,6,0.469295165078749,1,-0.735478956715546,2004,-0.638648978998389,1,1,5,10.0951672293648
"185",6,2009,6,0.469295165078749,1,0.304806899976977,2004,1.90687550148739,1,1,6,14.6809775665431
"186",6,2010,6,0.469295165078749,1,0.665387349368857,2004,1.00908601547603,1,1,7,15.1437685299236
"187",7,1980,36,6.70940983890066,1,-1.3072764423754,1986,-0.567729946979251,0,0,0,28.834403449546
"188",7,1981,36,6.70940983890066,1,0.5539160103571,1986,1.89383499114963,0,0,0,33.1571608404074
"189",7,1982,36,6.70940983890066,1,-0.133536745350462,1986,0.457816079229284,0,0,0,31.0336891727795
"190",7,1983,36,6.70940983890066,1,-2.08706958727406,1986,0.347612349471293,0,0,0,28.9699526010979
"191",7,1984,36,6.70940983890066,1,-0.469517564307838,1986,-0.24082691806336,0,0,0,29.9990653565295
"192",7,1985,36,6.70940983890066,1,0.333542590648544,1986,0.264612614119638,0,0,0,31.3075650436688
"193",7,1986,36,6.70940983890066,1,0.503395454534289,1986,-0.719286695029251,1,1,1,31.4935185984057
"194",7,1987,36,6.70940983890066,1,0.584233552511653,1986,-1.36393246667753,1,1,2,31.9297109247348
"195",7,1988,36,6.70940983890066,1,-1.01622789794721,1986,-0.299862050400911,1,1,3,32.3933198905525
"196",7,1989,36,6.70940983890066,1,-0.77625509360274,1986,0.406891029225649,1,1,4,34.3400457745236
"197",7,1990,36,6.70940983890066,1,0.486996297987074,1986,1.35283151166677,1,1,5,37.5492376485545
"198",7,1991,36,6.70940983890066,1,-1.28770647404211,1986,-2.61069650241519,1,1,6,32.8110068624434
"199",7,1992,36,6.70940983890066,1,0.0850573441935806,1986,0.691450895070413,1,1,7,38.4859180781647
"200",7,1993,36,6.70940983890066,1,1.03293841709145,1986,1.84134673152551,1,1,8,41.5836949875176
"201",7,1994,36,6.70940983890066,1,0.275648972119934,1986,0.231472762228293,1,1,9,40.2165315732489
"202",7,1995,36,6.70940983890066,1,-0.208791857124768,1986,-1.75107376141094,1,1,10,38.749544220365
"203",7,1996,36,6.70940983890066,1,0.335407760275414,1986,1.33753440958919,1,1,11,43.3823520087653
"204",7,1997,36,6.70940983890066,1,0.600586757561954,1986,-0.634391077617189,1,1,12,42.6756055188454
"205",7,1998,36,6.70940983890066,1,2.09898512132855,1986,2.72035963055369,1,1,13,48.5287545907829
"206",7,1999,36,6.70940983890066,1,0.999322414864023,1986,0.628894704858082,1,1,14,46.3376269586228
"207",7,2000,36,6.70940983890066,1,1.21912693791095,1986,-0.0752263776414468,1,1,15,46.8533103991702
"208",7,2001,36,6.70940983890066,1,1.35645989112365,1986,1.31107060658352,1,1,16,49.3769403366078
"209",7,2002,36,6.70940983890066,1,1.86624685064213,1986,-1.41968407783577,1,1,17,48.155972611707
"210",7,2003,36,6.70940983890066,1,1.93335184663164,1986,0.372870804452501,1,1,18,51.0156324899848
"211",7,2004,36,6.70940983890066,1,0.741234807273042,1986,-0.588517030228683,1,1,19,49.862127615945
"212",7,2005,36,6.70940983890066,1,4.02789027974931,1986,-1.35289548858663,1,1,20,53.3844046300633
"213",7,2006,36,6.70940983890066,1,1.69110944828666,1986,-1.88923792940669,1,1,21,51.5112813577806
"214",7,2007,36,6.70940983890066,1,2.80137256685322,1986,0.475750720192458,1,1,22,55.9865331259463
"215",7,2008,36,6.70940983890066,1,1.06452104328445,1986,1.38334880991029,1,1,23,56.1572796920954
"216",7,2009,36,6.70940983890066,1,2.10480689997698,1986,1.11465166728797,1,1,24,57.9288684061656
"217",7,2010,36,6.70940983890066,1,2.46538734936886,1986,-0.710795465561185,1,1,25,57.4640017227083
"218",8,1980,13,2.02237409304551,1,-1.9072764423754,1992,-0.457379371767445,0,0,0,17.6577182789027
"219",8,1981,13,2.02237409304551,1,-0.0460839896428997,1992,-0.0326470074532401,0,0,0,19.9436430959494
"220",8,1982,13,2.02237409304551,1,-0.733536745350462,1992,-0.995870146781542,0,0,0,18.2929672009135
"221",8,1983,13,2.02237409304551,1,-2.68706958727406,1992,-0.795553990491601,0,0,0,16.5397505152798
"222",8,1984,13,2.02237409304551,1,-1.06951756430784,1992,-0.580177114846656,0,0,0,18.372679413891
"223",8,1985,13,2.02237409304551,1,-0.266457409351456,1992,0.989211616582555,0,0,0,20.7451283002766
"224",8,1986,13,2.02237409304551,1,-0.096604545465711,1992,0.747095631488441,0,0,0,20.6728651790682
"225",8,1987,13,2.02237409304551,1,-0.0157664474883469,1992,-1.42475088430746,0,0,0,18.5818567612497
"226",8,1988,13,2.02237409304551,1,-1.61622789794721,1992,0.896995159796944,0,0,0,19.3031413548952
"227",8,1989,13,2.02237409304551,1,-1.37625509360274,1992,-1.1220837124382,0,0,0,17.5240352870046
"228",8,1990,13,2.02237409304551,1,-0.113003702012926,1992,-0.134623215939264,0,0,0,19.7747471750933
"229",8,1991,13,2.02237409304551,1,-1.88770647404211,1992,0.489619261755881,0,0,0,18.6242868807593
"230",8,1992,13,2.02237409304551,1,-0.51494265580642,1992,0.140046632156963,1,1,1,20.6474780693961
"231",8,1993,13,2.02237409304551,1,0.432938417091454,1992,-1.17731916122833,1,1,2,21.2779933489086
"232",8,1994,13,2.02237409304551,1,-0.324351027880066,1992,-0.971513183680941,1,1,3,21.7265098814845
"233",8,1995,13,2.02237409304551,1,-0.808791857124768,1992,1.17121306078007,1,1,4,24.3847952967008
"234",8,1996,13,2.02237409304551,1,-0.264592239724586,1992,2.05514152494769,1,1,5,26.8129233782686
"235",8,1997,13,2.02237409304551,1,0.00058675756195431,1992,-0.734836965984548,1,1,6,25.2881238846229
"236",8,1998,13,2.02237409304551,1,1.49898512132855,1992,-0.971628681656143,1,1,7,27.5497305327179
"237",8,1999,13,2.02237409304551,1,0.399322414864023,1992,-0.312278544456689,1,1,8,28.1094179634528
"238",8,2000,13,2.02237409304551,1,0.619126937910946,1992,0.319051449799184,1,1,9,29.9605524807556
"239",8,2001,13,2.02237409304551,1,0.756459891123645,1992,0.197034609689269,1,1,10,30.9758685938584
"240",8,2002,13,2.02237409304551,1,1.26624685064213,1992,2.27277835246955,1,1,11,34.5613992961572
"241",8,2003,13,2.02237409304551,1,1.33335184663164,1992,-0.37685134219475,1,1,12,32.9788745974824
"242",8,2004,13,2.02237409304551,1,0.141234807273042,1992,-2.05961485388671,1,1,13,31.1039940464318
"243",8,2005,13,2.02237409304551,1,3.42789027974931,1992,-0.632826157924617,1,1,14,36.8174382148702
"244",8,2006,13,2.02237409304551,1,1.09110944828666,1992,-0.292430553864982,1,1,15,35.8210529874672
"245",8,2007,13,2.02237409304551,1,2.20137256685322,1992,1.49563040357634,1,1,16,39.7193770634751
"246",8,2008,13,2.02237409304551,1,0.464521043284454,1992,0.297031836740208,1,1,17,37.7839269730702
"247",8,2009,13,2.02237409304551,1,1.50480689997698,1992,0.560905193343543,1,1,18,40.088086186366
"248",8,2010,13,2.02237409304551,1,1.86538734936886,1992,0.331309946284866,1,1,19,41.2190713886992
"249",9,1980,8,0.453799369165004,1,-2.5072764423754,1998,0.431067641873803,0,0,0,10.3775905686634
"250",9,1981,8,0.453799369165004,1,-0.6460839896429,1998,-1.40794584405925,0,0,0,10.3997695354629
"251",9,1982,8,0.453799369165004,1,-1.33353674535046,1998,0.113973564146613,0,0,0,11.2342361879612
"252",9,1983,8,0.453799369165004,1,-3.28706958727406,1998,1.67074708701825,0,0,0,10.8374768689092
"253",9,1984,8,0.453799369165004,1,-1.66951756430784,1998,0.835993620230965,0,0,0,11.6202754250881
"254",9,1985,8,0.453799369165004,1,-0.866457409351456,1998,-1.02854680552787,0,0,0,10.5587951542857
"255",9,1986,8,0.453799369165004,1,-0.696604545465711,1998,0.125008034644029,0,0,0,11.8822028583433
"256",9,1987,8,0.453799369165004,1,-0.615766447488347,1998,1.05071706293729,0,0,0,12.8887499846139
